TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911700702","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","953746516","08/13/2024","08:33:35","91","186","3.30","3","Low","50","0.0000","7","8","5.17","Yes*","0.12","55","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420L","320L","470L","","","","Literary Text","185","5.8","179-191","Low","Informational Text","187","5.7","181-193","Low","Vocabulary","185","5.7","179-191","Low","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911700702","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","954058105","08/12/2024","08:31:35","58","184","3.37","3","Low","43","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","180","5.9","174-186","Low","Physical Science","186","5.8","180-192","Low","Earth and Space Science","187","5.9","181-193","Low","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","7","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701015","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","953132297","08/14/2024","08:10:04","29","214","3.27","36","LoAvg","47","0.0000","7","-9","4.65","No","-2.49","1","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710Q","660Q","760Q","Operations and Algebraic Thinking","215","6.5","208-222","LoAvg","The Real and Complex Number Systems","205","6.5","199-212","Low","Geometry","217","6.6","210-224","Avg","Statistics and Probability","220","6.8","213-227","Avg","","","","","","","","","","","","","","","","","","","","","6","4","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701015","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","953746553","08/13/2024","08:14:00","28","211","3.35","42","Avg","48","2.5000","5","5","4.70","Yes*","-0.01","50","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900L","800L","950L","","","","Literary Text","208","5.8","202-214","LoAvg","Informational Text","207","5.9","201-213","LoAvg","Vocabulary","218","6.1","212-224","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701015","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","954058100","08/12/2024","08:16:38","30","206","3.28","48","Avg","50","0.0000","3","-6","4.70","No","-1.40","8","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","204","5.8","198-210","Avg","Physical Science","212","5.7","206-218","HiAvg","Earth and Space Science","201","5.9","195-207","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701560","","Mathematics","Algebra 1","TRUE","USER","4","","","","","","Survey With Goals","Growth: Algebra 1 CCSS 2010","975452417","09/18/2024","08:20:58","57","226","3.26","43","Avg","49","4.8780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Equations and Inequalities","231","6.8","224-238","Avg","Numerical and Algebraic Expressions","217","7.1","210-224","LoAvg","Functions","229","6.7","222-236","Avg","Descriptive Statistics","227","6.5","220-234","Avg","","","","","","","","","","","","","","","","","","","","","","4","8","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701560","","Science","Life Sciences","TRUE","USER","4","","","","","","Survey With Goals","Growth: Science 9-12 Life Science: for use with NGSS 2013 1.1","973348400","09/24/2024","08:09:33","75","224","3.29","78","HiAvg","50","2.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From Molecules to Organisms: Structures and Processes","214","6.3","208-220","Avg","Ecosystems: Interactions, Energy, and Dynamics","231","5.8","225-237","High","Heredity: Inheritance and Variation of Traits; Biological Evolution: Unity and Diversity","226","5.8","220-232","High","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911701560","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","973967111","09/23/2024","08:07:54","68","223","3.39","59","Avg","55","7.5000","3","0","4.82","No*","-0.36","36","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1135L","1035L","1185L","","","","Literary Text","214","6.3","208-220","LoAvg","Informational Text","218","5.9","212-224","Avg","Vocabulary","239","6.9","232-246","High","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","ACT College Readiness","Not On Track","","","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800131","","Mathematics","Algebra 2","TRUE","USER","4","","","","","","Survey With Goals","Growth: Algebra 2 CCSS 2010","960390444","08/19/2024","10:38:07","46","240","3.26","51","Avg","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Equations and Inequalities","237","6.5","231-243","Avg","Numerical and Algebraic Expressions","240","6.4","234-246","Avg","Functions","242","6.6","235-249","Avg","Descriptive Statistics","241","6.7","234-248","Avg","","","","","","","","","","","","","","","","","","","","","","4","7","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800131","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","974839683","09/19/2024","08:39:15","70","232","3.34","68","HiAvg","53","0.0000","2","3","4.82","Yes*","0.23","59","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1305L","1205L","1355L","","","","Literary Text","224","6.1","218-230","Avg","Informational Text","238","6.0","232-244","HiAvg","Vocabulary","233","5.9","227-239","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800131","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 9-12: for use with NGSS 2013","968309018","09/03/2024","10:33:45","50","222","3.31","","","48","0.0000","","3","4.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","212","6.7","205-219","","Physical Science","223","5.8","217-229","","Earth and Space Science","230","6.2","224-236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800355","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","966630283","09/05/2024","08:46:47","43","216","3.17","40","LoAvg","49","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745Q","695Q","795Q","Operations and Algebraic Thinking","223","6.3","217-229","Avg","The Real and Complex Number Systems","216","6.4","210-222","Avg","Geometry","212","6.7","205-219","LoAvg","Statistics and Probability","211","6.7","204-218","LoAvg","","","","","","","","","","","","","","","","","","","","","6","4","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800355","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","966630323","09/03/2024","08:23:25","175","219","3.36","61","HiAvg","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055L","955L","1105L","","","","Literary Text","216","6.0","210-222","Avg","Informational Text","217","5.8","211-223","Avg","Vocabulary","223","5.9","217-229","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800355","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","969226603","09/05/2024","09:54:50","95","214","3.46","72","HiAvg","51","2.4390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","214","6.1","208-220","HiAvg","Physical Science","214","6.0","208-220","HiAvg","Earth and Space Science","216","6.0","210-222","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800389","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","953132277","08/14/2024","08:13:30","109","225","3.14","61","HiAvg","49","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900Q","850Q","950Q","Operations and Algebraic Thinking","228","6.9","221-235","HiAvg","The Real and Complex Number Systems","216","6.8","209-223","Avg","Geometry","235","6.8","228-242","HiAvg","Statistics and Probability","223","6.6","216-230","Avg","","","","","","","","","","","","","","","","","","","","","6","4","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800389","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","953746547","08/13/2024","08:14:06","182","228","3.26","80","HiAvg","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1230L","1130L","1280L","","","","Literary Text","232","5.6","226-238","High","Informational Text","223","5.8","217-229","HiAvg","Vocabulary","228","5.8","222-234","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800389","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","954058072","08/12/2024","08:15:40","81","218","3.35","82","High","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","221","6.1","215-227","High","Physical Science","210","6.1","204-216","Avg","Earth and Space Science","224","6.2","218-230","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800735","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","968309099","09/03/2024","08:17:01","53","213","3.22","46","Avg","49","0.0000","5","6","4.55","Yes*","0.09","54","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","695Q","645Q","745Q","Operations and Algebraic Thinking","220","6.8","213-227","HiAvg","The Real and Complex Number Systems","200","6.9","193-207","Low","Geometry","225","7.1","218-232","HiAvg","Statistics and Probability","209","6.6","202-216","LoAvg","","","","","","","","","","","","","","","","","","","","","7","5","8","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800735","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","966630315","09/05/2024","08:25:36","90","207","3.40","42","Avg","50","0.0000","6","11","4.72","Yes","0.65","74","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825L","725L","875L","","","","Literary Text","211","5.8","205-217","Avg","Informational Text","211","6.2","205-217","Avg","Vocabulary","200","5.9","194-206","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","6","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911800735","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","967977995","09/04/2024","08:32:31","58","204","3.27","50","Avg","53","0.0000","4","1","4.65","No*","-0.45","33","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","205","5.6","199-211","Avg","Physical Science","204","5.7","198-210","Avg","Earth and Space Science","202","5.8","196-208","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","5","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911801303","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","962234137","08/28/2024","08:42:09","56","193","3.16","33","LoAvg","47","0.0000","12","14","4.51","Yes*","0.35","64","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350Q","300Q","400Q","Operations and Algebraic Thinking","200","6.7","193-207","Avg","Number and Operations","185","6.2","179-191","Low","Measurement and Data","191","6.7","184-198","LoAvg","Geometry","199","6.7","192-206","Avg","","","","","","","","","","","","","","","","","","","","","10","7","11","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911801303","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","963422223","08/27/2024","08:57:07","79","190","3.33","35","LoAvg","50","0.0000","11","24","4.74","Yes","1.65","95","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495L","395L","545L","","","","Literary Text","197","6.2","191-203","Avg","Informational Text","186","6.0","180-192","LoAvg","Vocabulary","186","5.8","180-192","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","8","6","9","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900461","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","970759065","09/11/2024","09:35:17","49","210","3.16","52","Avg","51","0.0000","10","17","4.53","Yes","1.22","89","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","645Q","595Q","695Q","Operations and Algebraic Thinking","206","6.4","200-212","Avg","Number and Operations","210","6.6","203-217","Avg","Measurement and Data","210","6.4","204-216","Avg","Geometry","215","6.4","209-221","HiAvg","","","","","","","","","","","","","","","","","","","","","5","6","10","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900461","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","964824646","09/09/2024","09:20:47","74","192","3.47","22","LoAvg","44","0.0000","9","10","4.75","Yes*","0.21","58","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535L","435L","585L","","","","Literary Text","185","6.3","179-191","Low","Informational Text","197","6.2","191-203","LoAvg","Vocabulary","193","6.1","187-199","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","8","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900461","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","969759316","09/12/2024","08:55:39","42","203","3.29","59","Avg","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","200","5.8","194-206","Avg","Physical Science","207","5.7","201-213","HiAvg","Earth and Space Science","202","5.8","196-208","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","6","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900552","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","968309076","09/03/2024","08:17:48","80","216","3.14","53","Avg","51","2.3256","6","-6","4.50","No","-1.86","3","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745Q","695Q","795Q","Operations and Algebraic Thinking","209","6.5","203-215","LoAvg","The Real and Complex Number Systems","208","6.6","201-215","LoAvg","Geometry","218","6.8","211-225","Avg","Statistics and Probability","228","6.8","221-235","HiAvg","","","","","","","","","","","","","","","","","","","","","7","5","8","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900552","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","966630327","09/05/2024","08:26:22","47","198","3.49","23","LoAvg","41","4.8780","7","12","4.82","Yes","0.71","76","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650L","550L","700L","","","","Literary Text","197","6.0","191-203","LoAvg","Informational Text","197","6.2","191-203","LoAvg","Vocabulary","201","6.0","195-207","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","7","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900552","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","967977838","09/04/2024","08:33:03","47","201","3.53","41","Avg","40","0.0000","4","-1","4.84","No","-0.77","22","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","200","6.2","194-206","LoAvg","Physical Science","202","6.1","196-208","Avg","Earth and Space Science","201","6.2","195-207","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900586","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","967977810","09/04/2024","08:45:18","22","211","3.22","23","LoAvg","37","25.5814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660Q","610Q","710Q","Operations and Algebraic Thinking","205","6.8","198-212","Low","The Real and Complex Number Systems","221","6.7","214-228","Avg","Geometry","206","6.8","199-213","Low","Statistics and Probability","213","6.5","206-220","LoAvg","","","","","","","","","","","","","","","","","","","","","3","3","6","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900586","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","967977851","09/04/2024","08:13:29","23","213","3.47","38","LoAvg","40","25.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940L","840L","990L","","","","Literary Text","211","6.0","205-217","LoAvg","Informational Text","211","6.1","205-217","LoAvg","Vocabulary","218","6.0","212-224","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900586","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","969226568","09/13/2024","08:07:18","19","210","3.25","51","Avg","48","12.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","211","5.8","205-217","Avg","Physical Science","206","5.7","200-212","LoAvg","Earth and Space Science","214","5.8","208-220","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900594","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","957598716","08/22/2024","09:45:53","22","185","3.21","6","Low","51","2.3256","9","18","4.58","Yes","1.42","92","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210Q","160Q","260Q","Operations and Algebraic Thinking","187","6.5","180-194","Low","Number and Operations","187","6.6","180-194","Low","Measurement and Data","184","6.3","178-190","Low","Geometry","183","6.4","177-189","Low","","","","","","","","","","","","","","","","","","","","","5","6","9","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3911900594","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","959369819","08/20/2024","11:00:03","38","177","3.37","5","Low","45","0.0000","10","10","4.77","Yes*","0.06","52","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245L","145L","295L","","","","Literary Text","182","5.8","176-188","Low","Informational Text","174","5.8","168-180","Low","Vocabulary","175","6.0","169-181","Low","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","10","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
